video_id,count,clicks
cv_6348,3,0
cv_12402,1,0
cv_6356,1,0
cv_6547,2,0
cv_9327,1,0
cv_12391,1,0
cv_3884,1,0
cv_9173,1,0
cv_1346,2,0
cv_5055,1,0
cv_6452,2,0
cv_11754,1,0
cv_7940,3,0
cv_5053,1,0
cv_10563,2,0
cv_10589,1,0
cv_10843,1,0
cv_3874,1,0
cv_267,2,0
cv_3585,2,0
cv_5063,1,0
cv_9110,1,0
cv_5023,3,0
cv_6399,2,0
cv_9094,1,0
cv_9168,1,0
cv_1360,2,0
cv_4983,2,0
cv_2996,2,0
cv_11749,1,0
cv_9190,1,0
cv_9180,1,0
cv_4377,1,0
cv_5836,2,0
cv_5783,1,0
cv_11725,1,0
cv_7119,2,0
cv_1349,3,0
cv_4969,1,0
cv_3892,1,0
cv_23,1,0
cv_321,2,0
cv_3584,4,0
cv_9761,1,0
cv_3121,2,0
cv_5693,1,0
cv_6664,2,0
cv_4673,1,0
cv_6631,1,0
cv_10080,1,0
cv_6098,2,0
cv_3651,1,0
cv_5665,2,0
cv_9419,1,0
cv_11336,2,0
cv_2919,1,0
cv_12107,1,0
cv_1708,2,0
cv_7438,1,0
cv_1606,2,0
cv_1697,2,0
cv_511,2,0
cv_2934,2,0
cv_7867,1,0
cv_5651,2,0
cv_5720,2,0
cv_3073,2,0
cv_12121,1,0
cv_1917,2,0
cv_3839,2,0
cv_3799,2,0
cv_3833,2,0
cv_3068,1,0
cv_1665,2,0
cv_8263,1,0
cv_3861,2,0
cv_7407,2,0
cv_3035,2,0
cv_1600,2,0
cv_9355,1,0
cv_9416,1,0
cv_3037,1,0
cv_1662,2,0
cv_9346,1,0
cv_12339,1,0
cv_1683,1,0
cv_12111,1,0
cv_4573,2,0
cv_12110,1,0
cv_3051,2,0
cv_4534,1,0
cv_5937,1,0
cv_3752,1,0
cv_941,2,0
cv_1913,3,0
cv_7882,1,0
cv_9313,1,0
cv_12130,1,0
cv_3844,2,0
cv_3432,2,0
cv_9386,1,0
cv_11162,2,0
cv_9414,1,0
cv_11695,1,0
cv_4504,1,0
cv_7393,1,0
cv_9410,1,0
cv_6975,2,0
cv_10290,1,0
cv_9412,1,0
cv_10256,1,0
cv_5704,1,0
cv_9395,1,0
cv_12749,1,0
cv_4536,1,0
cv_12753,1,0
cv_7383,2,0
cv_2877,1,0
cv_1676,2,0
cv_783,1,0
cv_12178,1,0
cv_12196,1,0
cv_1973,2,0
cv_6946,2,0
cv_1769,2,0
cv_12132,1,0
cv_9356,1,0
cv_4531,1,0
cv_11676,1,0
cv_12306,1,0
cv_3711,2,0
cv_12741,1,0
cv_1744,2,0
cv_12307,1,0
cv_9345,1,0
cv_1684,2,0
cv_11717,1,0
cv_12747,1,0
cv_3249,2,0
cv_1696,2,0
cv_11680,2,0
cv_1727,3,0
cv_1766,1,0
cv_12176,1,0
cv_6900,2,0
cv_3251,2,0
cv_9041,1,0
cv_9065,1,0
cv_1698,2,0
cv_2924,2,0
cv_9064,1,0
cv_12149,1,0
cv_9025,1,0
cv_11692,1,0
cv_12770,1,0
cv_12335,1,0
cv_9061,1,0
cv_12744,1,0
cv_2832,1,0
cv_12172,1,0
cv_2939,2,0
cv_12185,1,0
cv_9004,1,0
cv_8231,1,0
cv_9073,1,0
cv_9027,1,0
cv_6894,2,0
cv_7959,2,0
cv_13109,1,0
cv_2881,1,0
cv_2886,1,0
cv_7379,1,0
cv_12027,1,0
cv_8171,2,0
cv_7952,2,0
cv_12171,1,0
cv_10908,1,0
cv_12184,1,0
cv_11975,1,0
cv_1959,2,0
cv_8278,1,0
cv_8178,2,0
cv_1704,2,0
cv_8299,1,0
cv_12018,1,0
cv_10906,1,0
cv_11574,1,0
cv_10943,1,0
cv_3936,2,0
cv_11092,1,0
cv_8216,1,0
cv_2969,2,0
cv_11999,1,0
cv_7972,2,0
cv_8291,1,0
cv_8661,1,0
cv_7292,2,0
cv_4474,1,0
cv_10945,1,0
cv_3937,1,0
cv_11551,1,0
cv_11584,1,0
cv_8239,1,0
cv_4492,1,0
cv_7951,2,0
cv_7964,2,0
cv_11069,1,0
cv_6180,2,0
cv_10918,1,0
cv_4048,2,0
cv_1985,2,0
cv_10905,1,0
cv_8241,1,0
cv_2004,2,0
cv_11967,1,0
cv_2043,2,0
cv_11058,2,0
cv_10899,1,0
cv_4484,1,0
cv_12355,1,0
cv_10317,1,0
cv_11992,1,0
cv_11044,1,0
cv_10941,1,0
cv_1965,2,0
cv_8170,2,0
cv_11068,1,0
cv_8154,3,0
cv_8182,3,0
cv_1998,2,0
cv_8159,2,0
cv_8122,2,0
cv_1936,1,0
cv_4476,3,0
cv_8217,1,0
cv_9300,1,0
cv_4062,2,0
cv_9316,1,0
cv_7374,2,0
cv_9309,1,0
cv_4045,1,0
cv_9325,1,0
cv_150,2,0
cv_10299,1,0
cv_12398,1,0
cv_7968,1,0
cv_1934,2,0
cv_12389,1,0
cv_8229,1,0
cv_3988,2,0
cv_9330,1,0
cv_12375,1,0
cv_2015,2,0
cv_10539,1,0
cv_9085,1,0
cv_1862,1,0
cv_10577,1,0
cv_3940,2,0
cv_10597,1,0
cv_6581,2,0
cv_4493,2,0
cv_9150,1,0
cv_5008,2,0
cv_12392,1,0
cv_9183,1,0
cv_4999,1,0
cv_4979,2,0
cv_12377,1,0
cv_9127,1,0
cv_270,2,0
cv_3479,2,0
cv_1839,2,0
cv_7044,1,0
cv_9091,1,0
cv_5755,3,0
cv_688,2,0
cv_7903,3,0
cv_6395,2,0
cv_3880,2,0
cv_4961,2,0
cv_3487,1,0
cv_3915,2,0
cv_1367,2,0
cv_279,1,0
cv_3461,1,0
cv_4486,1,0
cv_5032,1,0
cv_7068,2,0
cv_6404,1,0
cv_1356,1,0
cv_1401,2,0
cv_11726,1,0
cv_11744,1,0
cv_276,1,0
cv_7053,1,0
cv_5746,1,0
cv_9128,1,0
cv_9155,1,0
cv_10809,1,0
cv_6334,1,0
cv_3601,1,0
cv_10544,1,0
cv_7003,2,0
cv_3869,1,0
cv_6455,2,0
cv_12862,1,0
cv_6594,2,0
cv_574,1,0
cv_12879,1,0
cv_6457,2,0
cv_6308,2,0
cv_9194,1,0
cv_245,1,0
cv_5021,2,0
cv_9157,1,0
cv_4389,2,0
cv_6326,2,0
cv_11724,1,0
cv_3923,2,0
cv_3914,2,0
cv_1253,1,0
cv_9119,1,0
cv_7058,2,0
cv_5743,1,0
cv_9120,1,0
cv_9161,1,0
cv_7936,2,0
cv_6440,2,0
cv_1384,1,0
cv_1458,1,0
cv_1373,1,0
cv_6357,1,0
cv_235,1,0
cv_3466,3,0
cv_6434,1,0
cv_3908,2,0
cv_5526,2,0
cv_9756,1,0
cv_7663,1,0
cv_7343,1,0
cv_8015,2,0
cv_12574,1,0
cv_7488,1,0
cv_3416,2,0
cv_5566,2,0
cv_7364,2,0
cv_9204,1,0
cv_7367,3,0
cv_7632,2,0
cv_1151,2,0
cv_7567,2,0
cv_7334,2,0
cv_3456,1,0
cv_2903,2,0
cv_4574,2,0
cv_12136,1,0
cv_7830,3,0
cv_2883,1,0
cv_3826,2,0
cv_5669,1,0
cv_7873,1,0
cv_12123,1,0
cv_5705,2,0
cv_4313,1,0
cv_11672,2,0
cv_10263,1,0
cv_7417,1,0
cv_7419,1,0
cv_12113,1,0
cv_12304,1,0
cv_10264,1,0
cv_2905,1,0
cv_1615,2,0
cv_12205,1,0
cv_1410,3,0
cv_8244,1,0
cv_8199,1,0
cv_7553,1,0
cv_2890,3,0
cv_12330,1,0
cv_2994,2,0
cv_10276,1,0
cv_12400,1,0
cv_7430,2,0
cv_3806,2,0
cv_7863,1,0
cv_6952,2,0
cv_8262,1,0
cv_3819,2,0
cv_12328,1,0
cv_1970,2,0
cv_1911,3,0
cv_7416,2,0
cv_12219,1,0
cv_3439,2,0
cv_7883,1,0
cv_10265,1,0
cv_3830,2,0
cv_9409,1,0
cv_5673,2,0
cv_5897,1,0
cv_7832,2,0
cv_5699,2,0
cv_517,1,0
cv_10284,1,0
cv_11693,1,0
cv_4502,1,0
cv_9071,1,0
cv_3854,1,0
cv_1654,2,0
cv_4516,2,0
cv_2915,1,0
cv_12763,1,0
cv_7440,2,0
cv_1726,3,0
cv_1747,2,0
cv_9013,1,0
cv_9340,1,0
cv_1783,2,0
cv_12194,1,0
cv_8155,2,0
cv_6965,1,0
cv_12777,1,0
cv_9069,1,0
cv_7418,2,0
cv_12332,1,0
cv_1699,2,0
cv_1787,2,0
cv_2875,2,0
cv_6886,3,0
cv_9039,1,0
cv_8481,1,0
cv_1761,2,0
cv_7415,2,0
cv_11985,1,0
cv_1981,2,0
cv_12877,1,0
cv_8146,2,0
cv_8127,3,0
cv_11987,1,0
cv_10900,1,0
cv_10329,1,0
cv_11062,1,0
cv_9342,1,0
cv_11783,1,0
cv_8286,1,0
cv_8203,1,0
cv_4053,2,0
cv_6183,1,0
cv_11785,1,0
cv_6160,1,0
cv_8194,2,0
cv_1983,2,0
cv_12350,1,0
cv_10325,1,0
cv_11043,1,0
cv_10303,1,0
cv_11052,1,0
cv_735,2,0
cv_11050,1,0
cv_4497,2,0
cv_9296,1,0
cv_3565,1,0
cv_8181,3,0
cv_12395,1,0
cv_8180,3,0
cv_12876,1,0
cv_9306,1,0
cv_12358,1,0
cv_11589,1,0
cv_9303,1,0
cv_11728,1,0
cv_10812,1,0
cv_12368,1,0
cv_6565,2,0
cv_7028,1,0
cv_10558,1,0
cv_1893,1,0
cv_6274,2,0
cv_8249,1,0
cv_5020,1,0
cv_12873,1,0
cv_3921,1,0
cv_9174,1,0
cv_3087,2,0
cv_10813,1,0
cv_9154,1,0
cv_7069,1,0
cv_5839,2,0
cv_12891,1,0
cv_12885,1,0
cv_7925,2,0
cv_3583,1,0
cv_10542,1,0
cv_1386,2,0
cv_6359,2,0
cv_10551,1,0
cv_9156,1,0
cv_5655,1,0
cv_9098,1,0
cv_5758,1,0
cv_3896,2,0
cv_10568,3,0
cv_10598,1,0
cv_3595,1,0
v006,1,0
cv_1395,1,0
cv_5009,3,0
cv_3596,1,0
cv_6467,2,0
cv_12865,1,0
cv_6444,2,0
cv_3729,2,0
cv_9102,1,0
cv_12870,1,0
cv_6590,2,0
cv_3913,2,0
cv_4994,2,0
cv_7118,1,0
cv_269,2,0
cv_244,3,0
cv_3903,2,0
cv_801,1,0
cv_5753,1,0
cv_3893,2,0
cv_10529,1,0
cv_2998,2,0
cv_1385,1,0
cv_5058,1,0
cv_5774,1,0
cv_233,2,0
cv_1366,2,0
cv_7434,1,0
cv_2927,2,0
cv_2048,2,0
cv_5685,2,0
cv_4365,1,0
cv_2897,1,0
cv_12769,1,0
cv_3248,2,0
cv_11687,1,0
cv_10271,1,0
cv_1626,2,0
cv_12024,1,0
cv_1853,3,0
cv_9311,1,0
cv_11554,1,0
cv_6416,2,0
cv_7114,2,0
cv_6439,1,0
cv_4995,2,0
cv_10145,1,0
cv_6385,2,0
cv_7128,2,0
cv_247,2,0
cv_7327,2,0
cv_6007,2,0
cv_5918,3,0
cv_35,1,0
cv_5696,2,0
cv_10251,1,0
cv_1646,2,0
cv_4356,2,0
cv_10914,1,0
cv_2007,1,0
cv_6343,1,0
cv_6438,2,0
cv_7660,2,0
cv_1035,1,0
cv_7305,2,0
cv_1121,1,0
cv_11210,1,0
cv_11212,1,0
cv_11213,1,0
cv_11214,1,0
cv_11216,1,0
cv_11217,1,0
cv_11219,1,0
cv_11221,1,0
cv_11222,1,0
cv_1123,1,0
cv_1124,2,0
cv_1126,2,0
cv_1127,2,0
cv_1128,3,0
cv_1129,2,0
cv_1132,3,0
cv_9453,1,0
cv_1133,1,0
cv_1134,3,0
cv_1135,2,0
cv_1136,2,0
cv_1137,1,0
cv_1138,2,0
cv_1139,1,0
cv_1140,1,0
cv_1161,2,0
cv_1218,2,0
cv_2180,2,0
cv_2181,1,0
cv_2182,1,0
cv_2183,2,0
cv_2184,2,0
cv_2185,1,0
cv_2186,2,0
cv_2187,2,0
cv_2188,2,0
cv_2189,1,0
cv_2190,1,0
cv_2191,1,0
cv_5541,2,0
cv_2192,2,0
cv_2193,1,0
cv_2194,2,0
cv_2195,2,0
cv_2196,1,0
cv_2197,1,0
cv_2198,2,0
cv_2199,2,0
cv_7342,1,0
cv_2200,2,0
cv_2201,1,0
cv_2202,3,0
cv_2203,3,0
cv_2204,2,0
cv_2205,2,0
cv_2206,2,0
cv_2207,2,0
cv_2208,2,0
cv_2209,2,0
cv_2210,1,0
cv_2211,2,0
cv_2212,2,0
cv_2213,2,0
cv_2214,2,0
cv_2215,1,0
cv_2216,1,0
cv_2217,1,0
cv_2219,1,0
cv_2220,2,0
cv_2221,3,0
cv_2222,2,0
cv_2223,1,0
cv_2224,2,0
cv_2225,2,0
cv_2226,1,0
cv_2227,2,0
cv_2932,2,0
cv_2935,1,0
cv_2937,1,0
cv_5806,2,0
cv_5807,2,0
cv_5809,2,0
cv_581,2,0
cv_5813,1,0
cv_582,1,0
cv_5821,2,0
cv_5827,2,0
cv_5828,2,0
cv_9970,1,0
cv_5609,2,0
cv_7497,2,0
cv_5559,2,0
cv_7397,2,0
cv_813,1,0
cv_212,2,0
cv_256,1,0
cv_1457,2,0
cv_7296,2,0
cv_5555,2,0
cv_7308,2,0
cv_744,1,0
cv_7231,2,0
cv_3515,2,0
cv_7494,2,0
cv_250,2,0
cv_259,1,0
cv_3655,2,0
cv_5584,2,0
cv_7307,1,0
cv_661,1,0
cv_3423,2,0
cv_3424,2,0
cv_3425,1,0
cv_3426,3,0
cv_3427,1,0
cv_3428,2,0
cv_3429,1,0
cv_3430,3,0
cv_3438,1,0
cv_3440,2,0
cv_3446,2,0
cv_3448,1,0
cv_3878,2,0
cv_3882,1,0
cv_3885,2,0
cv_3889,1,0
cv_3890,2,0
cv_3891,2,0
cv_3895,2,0
cv_547,1,0
cv_548,1,0
cv_549,1,0
cv_551,1,0
cv_552,1,0
cv_553,1,0
cv_554,1,0
cv_558,2,0
cv_559,1,0
cv_560,1,0
cv_563,2,0
cv_564,2,0
cv_565,1,0
cv_566,1,0
cv_568,2,0
cv_5698,2,0
cv_5706,1,0
cv_5707,1,0
cv_5709,1,0
cv_5710,2,0
cv_5711,2,0
cv_5714,2,0
cv_5715,2,0
cv_5725,1,0
cv_5734,1,0
cv_5744,1,0
cv_5748,1,0
cv_5756,1,0
cv_5759,1,0
cv_5766,2,0
cv_5767,1,0
cv_5768,2,0
cv_5769,1,0
cv_5770,1,0
v020,1,0
cv_5777,1,0
cv_5780,1,0
cv_3131,2,0
cv_5782,1,0
cv_5784,2,0
cv_5786,1,0
cv_10488,1,0
cv_6477,1,0
cv_31,2,0
cv_7662,1,0
cv_5523,2,0
cv_7324,2,0
cv_103,1,0
cv_5598,2,0
cv_9165,3,0
cv_920,1,0
cv_480,1,0
cv_8051,2,0
cv_7276,2,0
cv_7429,1,0
cv_3230,2,0
cv_10456,1,0
cv_10457,1,0
cv_7608,2,0
cv_6659,1,0
cv_7270,1,0
cv_1247,2,0
cv_5535,1,0
cv_7563,2,0
cv_254,1,0
cv_7611,1,0
cv_7392,2,0
cv_12698,1,0
cv_11637,1,0
cv_11638,1,0
cv_11639,1,0
cv_11640,1,0
cv_11641,1,0
cv_11642,1,0
cv_11643,1,0
cv_11644,1,0
cv_7347,2,0
cv_11645,1,0
cv_11646,1,0
cv_11647,1,0
cv_11648,1,0
cv_11649,1,0
cv_11652,1,0
cv_11653,1,0
cv_11654,1,0
cv_11655,2,0
cv_2,2,0
cv_2155,2,0
cv_2157,2,0
cv_2158,2,0
cv_2159,2,0
cv_2160,2,0
cv_2161,1,0
cv_2162,3,0
cv_2163,2,0
cv_2164,1,0
cv_2165,2,0
cv_2166,2,0
cv_2167,2,0
cv_3437,2,0
cv_3832,1,0
cv_3835,2,0
cv_3838,1,0
cv_3840,2,0
cv_3841,2,0
cv_3845,2,0
cv_3848,1,0
cv_3852,2,0
cv_3855,2,0
cv_3857,2,0
cv_3858,3,0
cv_3860,2,0
cv_3862,3,0
cv_3867,1,0
cv_3868,1,0
cv_3873,2,0
cv_3876,2,0
cv_5789,1,0
cv_5791,2,0
cv_583,1,0
cv_5833,1,0
cv_4693,2,0
cv_5834,2,0
cv_5837,2,0
cv_5841,2,0
cv_5842,2,0
cv_5843,2,0
cv_7283,2,0
cv_5846,1,0
cv_585,1,0
cv_5854,2,0
cv_5855,2,0
cv_210,1,0
cv_5525,1,0
cv_7404,2,0
cv_7635,2,0
cv_3977,1,0
cv_1030,3,0
cv_1248,2,0
cv_7245,2,0
cv_7242,2,0
cv_7634,2,0
cv_7335,2,0
cv_7406,2,0
cv_11467,1,0
cv_3653,2,0
v030,1,0
cv_7238,1,0
cv_10486,1,0
cv_7316,2,0
cv_5589,2,0
cv_10459,1,0
cv_7689,1,0
cv_5650,1,0
cv_922,1,0
cv_1156,3,0
cv_7239,2,0
cv_10467,1,0
cv_10471,1,0
cv_10451,1,0
cv_5606,2,0
cv_8480,1,0
cv_5562,1,0
cv_7437,2,0
cv_5565,2,0
cv_5913,2,0
cv_8001,3,0
cv_7287,2,0
cv_7639,2,0
cv_7486,2,0
cv_5884,2,0
cv_5885,2,0
cv_5886,2,0
cv_5887,2,0
cv_589,2,0
cv_5894,2,0
cv_5898,2,0
cv_5899,2,0
cv_1414,2,0
cv_7333,1,0
cv_8564,1,0
cv_10476,1,0
cv_10458,1,0
cv_10439,1,0
cv_5614,2,0
cv_7655,1,0
cv_444,2,0
cv_226,2,0
cv_7250,2,0
cv_182,1,0
cv_9745,1,0
cv_787,1,0
cv_7331,2,0
cv_7357,2,0
cv_3749,1,0
cv_10433,1,0
cv_7624,2,0
cv_180,1,0
cv_11259,1,0
cv_11265,1,0
cv_7350,4,0
cv_4922,2,0
cv_6517,1,0
cv_1252,4,0
cv_7557,2,0
cv_6710,2,0
cv_8588,1,0
cv_5548,2,0
cv_6939,2,0
cv_1251,1,0
v063,1,0
v018,1,0
cv_61,1,0
cv_7020,2,0
cv_7648,1,0
cv_12717,1,0
cv_7389,2,0
cv_3527,2,0
cv_10452,1,0
cv_3229,1,0
cv_10449,1,0
cv_10446,1,0
cv_9758,1,0
cv_5532,2,0
cv_52,1,0
cv_62,2,0
cv_7162,2,0
cv_4686,2,0
cv_363,1,0
cv_3956,2,0
cv_8607,1,0
cv_6681,2,0
cv_7580,2,0
cv_5616,2,0
cv_3954,1,0
cv_3978,2,0
cv_6126,2,0
cv_8606,1,0
cv_7299,2,0
cv_5540,2,0
cv_1255,1,0
cv_7346,2,0
cv_7420,3,0
cv_10460,1,0
cv_10435,1,0
cv_5549,1,0
cv_8923,1,0
cv_166,2,0
cv_12700,1,0
cv_5812,2,0
cv_6024,1,0
cv_7251,2,0
cv_5536,1,0
cv_4766,2,0
cv_7259,2,0
cv_5648,1,0
cv_556,1,0
cv_7349,2,0
cv_3654,1,0
cv_7650,1,0
cv_196,1,0
cv_3961,2,0
cv_5601,2,0
cv_7599,2,0
cv_7540,2,0
cv_7273,2,0
cv_1496,2,0
cv_4818,2,0
cv_6049,2,0
cv_7638,2,0
cv_6682,1,0
cv_7667,2,0
cv_7309,2,0
cv_9744,1,0
cv_7641,3,0
cv_5595,1,0
cv_7659,1,0
cv_8811,1,0
cv_4883,2,0
cv_9241,1,0
cv_4439,2,0
cv_11681,1,0
cv_9262,1,0
cv_9225,1,0
cv_11661,1,0
cv_4444,2,0
cv_4447,2,0
cv_4446,2,0
cv_4443,2,0
cv_4445,1,0
cv_4448,2,0
cv_4442,1,0
cv_4441,1,0
cv_4440,2,0
cv_4454,2,0
cv_9229,1,0
cv_4433,2,0
cv_7272,2,0
cv_900,2,0
cv_911,3,0
cv_11671,1,0
cv_9264,1,0
cv_9231,1,0
cv_9235,1,0
cv_9270,1,0
cv_9238,1,0
cv_7265,2,0
cv_7290,1,0
cv_9253,1,0
cv_9230,1,0
cv_7286,2,0
cv_9265,1,0
cv_9251,1,0
cv_3257,2,0
cv_9250,1,0
cv_9260,1,0
cv_9258,1,0
cv_9243,1,0
cv_9271,1,0
cv_9267,1,0
cv_7289,2,0
cv_9254,1,0
cv_7256,2,0
cv_9248,1,0
cv_7284,1,0
cv_9247,1,0
cv_9240,1,0
cv_9246,1,0
cv_9263,1,0
cv_9268,1,0
cv_9234,1,0
cv_9259,1,0
cv_9228,1,0
cv_9244,1,0
cv_7244,2,0
cv_4438,2,0
cv_9233,1,0
cv_7255,2,0
cv_9255,1,0
cv_4452,2,0
cv_4429,2,0
cv_4437,2,0
cv_4432,1,0
cv_4435,3,0
cv_4430,2,0
cv_4451,2,0
cv_7267,2,0
cv_4431,1,0
cv_7266,2,0
cv_9249,1,0
cv_9269,1,0
cv_4453,3,0
cv_4436,2,0
cv_9272,1,0
cv_9239,1,0
cv_9227,1,0
cv_4450,2,0
cv_9226,1,0
cv_9266,1,0
cv_9232,1,0
cv_11684,1,0
cv_11673,1,0
cv_11659,1,0
cv_11657,1,0
cv_11658,1,0
cv_11660,3,0
cv_11664,1,0
cv_11668,1,0
cv_11667,1,0
cv_11662,1,0
cv_11656,1,0
cv_907,1,0
cv_4691,1,0
cv_7323,2,0
cv_10468,1,0
cv_10478,1,0
cv_152,2,0
cv_10443,1,0
cv_7545,2,0
cv_5521,2,0
cv_12455,1,0
cv_5150,1,0
cv_6817,2,0
cv_8254,1,0
cv_2291,3,0
cv_2292,3,0
cv_2293,1,0
cv_2294,1,0
cv_2295,1,0
cv_2296,1,0
cv_2297,3,0
cv_2299,1,0
cv_5700,1,0
cv_7657,2,0
cv_1734,3,0
cv_8572,1,0
cv_7601,2,0
cv_4,1,0
cv_5702,2,0
cv_1608,2,0
cv_7500,2,0
cv_5643,2,0
cv_5613,2,0
cv_1348,1,0
cv_5216,1,0
cv_1634,2,0
cv_6047,2,0
cv_8694,1,0
v037,1,0
cv_1941,2,0
cv_3302,3,0
cv_5594,2,0
cv_5533,2,0
cv_6145,2,0
cv_33,2,0
cv_6649,2,0
cv_7490,2,0
cv_10436,1,0
cv_786,3,0
cv_712,1,0
cv_6481,1,0
cv_6640,2,0
cv_5513,1,0
cv_7325,2,0
cv_5588,2,0
cv_12982,1,0
cv_12493,1,0
cv_11283,1,0
cv_6881,2,0
cv_9733,1,0
cv_10474,1,0
cv_3321,2,0
cv_9608,1,0
cv_8543,1,0
cv_7355,2,0
cv_11285,1,0
cv_4690,1,0
cv_734,1,0
cv_9893,1,0
cv_3591,1,0
cv_7619,2,0
cv_12724,1,0
cv_7636,2,0
cv_4824,2,0
cv_5671,2,0
cv_5271,2,0
cv_8504,1,0
cv_3963,2,0
cv_4835,2,0
cv_5487,1,0
cv_9805,1,0
cv_2285,3,0
cv_2286,2,0
cv_2287,3,0
cv_2288,1,0
cv_2289,3,0
cv_2290,2,0
cv_2298,1,0
cv_2300,3,0
cv_7373,2,0
cv_5142,1,0
cv_77,3,0
cv_6147,2,0
cv_5586,1,0
cv_160,2,0
cv_11793,1,0
cv_10464,1,0
cv_7735,2,0
cv_10481,1,0
cv_7758,2,0
cv_5162,1,0
cv_7495,2,0
cv_5181,2,0
cv_5538,2,0
cv_5560,1,0
cv_1153,1,0
cv_3959,2,0
cv_5920,1,0
cv_5587,2,0
cv_10803,1,0
cv_4069,1,0
cv_479,2,0
cv_4908,1,0
cv_7666,2,0
cv_7475,1,0
cv_6046,2,0
cv_1451,1,0
cv_1031,2,0
cv_5788,2,0
cv_5204,1,0
cv_4866,1,0
cv_10453,1,0
cv_13007,1,0
cv_7458,2,0
cv_7623,3,0
cv_13024,1,0
cv_1750,2,0
cv_10487,1,0
cv_10482,1,0
cv_5364,2,0
cv_7329,2,0
cv_69,1,0
cv_6877,1,0
cv_2278,3,0
cv_2279,3,0
cv_2280,3,0
cv_2281,3,0
cv_2282,1,0
cv_2283,1,0
cv_2284,3,0
cv_2301,1,0
cv_4664,1,0
cv_7401,2,0
cv_8496,1,0
cv_7589,2,0
cv_5530,2,0
cv_7518,2,0
v009,2,0
cv_7558,2,0
cv_7910,1,0
cv_7588,1,0
cv_1499,2,0
cv_7590,2,0
cv_732,1,0
cv_7233,2,0
cv_1432,2,0
cv_3761,1,0
cv_4700,2,0
cv_1032,3,0
cv_8436,1,0
cv_6688,1,0
cv_6689,1,0
cv_795,2,0
cv_12214,1,0
cv_10483,1,0
cv_10479,1,0
cv_10431,1,0
cv_710,2,0
cv_8883,1,0
cv_7564,1,0
cv_1381,2,0
cv_7664,1,0
cv_8608,1,0
cv_10846,1,0
cv_5668,2,0
cv_1421,1,0
cv_1422,1,0
cv_1424,1,0
cv_1425,2,0
cv_1426,2,0
cv_1427,2,0
cv_1428,2,0
cv_1429,2,0
cv_1430,1,0
cv_1431,2,0
cv_1433,3,0
cv_1434,2,0
cv_1436,1,0
cv_1528,1,0
cv_2153,2,0
cv_2154,2,0
cv_2156,2,0
cv_2228,1,0
cv_2229,3,0
cv_2230,1,0
cv_2231,1,0
cv_2232,3,0
cv_2233,3,0
cv_2234,1,0
cv_2235,3,0
cv_2236,1,0
cv_2237,1,0
cv_2238,1,0
cv_2239,1,0
cv_2240,2,0
cv_2241,1,0
cv_2242,1,0
cv_2243,2,0
cv_2244,3,0
cv_2245,3,0
cv_2246,1,0
cv_2247,1,0
cv_2248,1,0
cv_2249,3,0
cv_2250,1,0
cv_3084,2,0
cv_3086,1,0
cv_3093,2,0
cv_3095,1,0
cv_3096,1,0
cv_3097,1,0
cv_3098,2,0
cv_3099,2,0
cv_3100,1,0
cv_3101,2,0
cv_3102,2,0
cv_3103,2,0
cv_3104,1,0
cv_3105,2,0
cv_3106,2,0
cv_3107,2,0
cv_3467,2,0
cv_3469,2,0
cv_3900,2,0
cv_3911,2,0
cv_3919,2,0
cv_10437,1,0
cv_3925,2,0
cv_6443,2,0
cv_3927,2,0
cv_3928,2,0
cv_3929,2,0
cv_572,2,0
cv_577,2,0
cv_578,2,0
cv_579,1,0
cv_5796,1,0
cv_3228,2,0
cv_10463,1,0
cv_5543,2,0
cv_5547,1,0
cv_48,1,0
cv_3014,2,0
cv_5528,2,0
cv_530,2,0
cv_3223,2,0
cv_10448,1,0
cv_10485,1,0
cv_10472,1,0
cv_10441,1,0
cv_9553,1,0
cv_5597,2,0
cv_5661,2,0
cv_5664,2,0
cv_3968,2,0
cv_7330,2,0
cv_7261,2,0
cv_1178,2,0
cv_1179,3,0
cv_1180,2,0
cv_1181,1,0
cv_1182,1,0
cv_1183,1,0
cv_1184,2,0
cv_1185,2,0
cv_1186,3,0
cv_1188,1,0
cv_1192,1,0
cv_1207,2,0
cv_1208,2,0
cv_1214,2,0
cv_12016,1,0
cv_1318,1,0
cv_1327,2,0
cv_1329,2,0
cv_1330,2,0
cv_1331,2,0
cv_1332,1,0
cv_1333,2,0
cv_1334,2,0
cv_1412,1,0
cv_1418,3,0
cv_1419,2,0
cv_1420,1,0
cv_2251,3,0
cv_2252,2,0
cv_2253,3,0
cv_2254,1,0
cv_2255,2,0
cv_2256,1,0
cv_2257,2,0
cv_2258,1,0
cv_2259,2,0
cv_2260,3,0
cv_2261,3,0
cv_2262,1,0
cv_2263,3,0
cv_2264,2,0
cv_2265,1,0
cv_2266,1,0
cv_2267,3,0
cv_2268,3,0
cv_2269,2,0
cv_2270,1,0
cv_2271,2,0
cv_2272,1,0
cv_2273,3,0
cv_2274,2,0
cv_2275,3,0
cv_2276,2,0
cv_2277,3,0
cv_3,1,0
cv_30,2,0
cv_3076,2,0
cv_3081,2,0
cv_5798,2,0
cv_5799,2,0
cv_580,1,0
cv_5803,2,0
cv_5804,2,0
cv_590,1,0
cv_5900,2,0
cv_5901,2,0
cv_5906,2,0
cv_5910,1,0
cv_592,1,0
cv_593,2,0
cv_594,2,0
cv_595,3,0
cv_596,2,0
cv_597,2,0
